commodity,Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
Beras Medium,2023-01-02,11240.0,11800.0,10690.0,11240.0,11390.0,10600.0,11180.0,11080.0,10730.0,10970.0,10850.0,12500.0,12930.0,12580.0,12360.0,13800.0,10800.0,12980.0,11010.0,12820.0,12670.0,10350.0,10720.0,13440.0,13180.0,13440.0,10900.0,10230.0,10870.0,11040.0,12040.0,13610.0,10820.0,11800.0
Beras Medium,2023-01-03,11270.0,11720.0,10730.0,11220.0,11340.0,10600.0,11180.0,11080.0,10780.0,10960.0,10830.0,12500.0,12870.0,12580.0,12050.0,13540.0,10830.0,12910.0,10900.0,12980.0,12760.0,10260.0,10720.0,13310.0,13180.0,13470.0,10910.0,10240.0,10590.0,11140.0,11930.0,13590.0,10920.0,11740.0
Beras Medium,2023-01-04,11220.0,11680.0,10910.0,11230.0,11410.0,10600.0,11180.0,11080.0,10690.0,10870.0,10890.0,12500.0,12870.0,12580.0,12150.0,13540.0,10830.0,12990.0,10890.0,12980.0,12490.0,10290.0,10790.0,13410.0,13300.0,13380.0,10990.0,10210.0,10720.0,10950.0,11930.0,13600.0,10820.0,11790.0
Beras Medium,2023-01-05,11300.0,11680.0,10800.0,11270.0,11410.0,10730.0,11180.0,11080.0,10660.0,10970.0,11010.0,12540.0,12900.0,12580.0,12130.0,13540.0,10830.0,12820.0,11040.0,12980.0,12760.0,10230.0,10850.0,13230.0,13180.0,13380.0,10900.0,10240.0,10720.0,10810.0,11910.0,13680.0,10840.0,11800.0
Beras Medium,2023-01-06,11280.0,11630.0,11040.0,11270.0,11410.0,10600.0,11180.0,11080.0,10660.0,10980.0,10980.0,12500.0,13080.0,12580.0,12310.0,13540.0,10830.0,12990.0,11030.0,12860.0,12490.0,10260.0,10760.0,13260.0,13300.0,13470.0,11070.0,10250.0,10840.0,10750.0,11910.0,13640.0,10900.0,11750.0
Beras Medium,2023-01-07,11300.0,11550.0,10890.0,11270.0,11210.0,10600.0,11180.0,11080.0,10680.0,10980.0,11010.0,12540.0,13080.0,12570.0,12490.0,13540.0,10830.0,12980.0,11040.0,12980.0,12400.0,10350.0,10820.0,13160.0,13180.0,13410.0,10980.0,10190.0,10830.0,10940.0,11950.0,13570.0,10900.0,11810.0
Beras Medium,2023-01-08,11220.0,11720.0,11000.0,11270.0,11410.0,10600.0,11190.0,11080.0,10800.0,10890.0,11010.0,12540.0,13050.0,12570.0,12760.0,13540.0,10830.0,12990.0,10990.0,12840.0,12730.0,10270.0,10860.0,13530.0,13130.0,13340.0,10980.0,10260.0,10830.0,10940.0,11920.0,13630.0,10900.0,11850.0
Beras Medium,2023-01-09,11230.0,12000.0,10710.0,11270.0,11270.0,,11190.0,11080.0,11020.0,11010.0,11080.0,12540.0,14000.0,12550.0,12130.0,14000.0,10800.0,12650.0,11060.0,12980.0,11970.0,10350.0,10760.0,13190.0,13330.0,14000.0,,10210.0,10910.0,11090.0,12100.0,13490.0,10900.0,12040.0
Beras Medium,2023-01-10,11340.0,11600.0,10970.0,11270.0,11410.0,10600.0,11310.0,11080.0,10720.0,11000.0,11070.0,12540.0,12890.0,12600.0,12550.0,13540.0,10830.0,12990.0,11060.0,12980.0,12330.0,10350.0,10660.0,13260.0,13200.0,13510.0,10980.0,10310.0,10870.0,10950.0,11920.0,13490.0,10900.0,11840.0
Beras Medium,2023-01-11,11400.0,11600.0,10970.0,11270.0,11420.0,10600.0,11310.0,11080.0,10770.0,11160.0,11040.0,12540.0,12810.0,12600.0,12440.0,13540.0,10830.0,13070.0,11090.0,12840.0,12380.0,10430.0,10640.0,13260.0,13200.0,13470.0,10980.0,10290.0,10930.0,10840.0,12050.0,13550.0,10900.0,11870.0
Beras Medium,2023-01-12,11410.0,11720.0,10970.0,11370.0,11420.0,10600.0,11280.0,11080.0,10800.0,11080.0,11090.0,12540.0,12850.0,12600.0,12440.0,13540.0,10800.0,13160.0,11160.0,12930.0,12470.0,10430.0,10710.0,13260.0,13200.0,13510.0,10980.0,10280.0,10950.0,10930.0,11940.0,13630.0,10900.0,11840.0
Beras Medium,2023-01-13,11430.0,11720.0,10950.0,11270.0,11420.0,10480.0,11280.0,11080.0,10770.0,11050.0,11030.0,12540.0,12880.0,12600.0,12450.0,13540.0,10830.0,13160.0,11170.0,12820.0,12710.0,10620.0,10920.0,13300.0,13200.0,13460.0,10980.0,10270.0,11010.0,10900.0,11940.0,13520.0,10900.0,11870.0
Beras Medium,2023-01-14,11430.0,11720.0,10970.0,11300.0,11420.0,10480.0,11310.0,11080.0,10750.0,11130.0,11190.0,12540.0,12890.0,12600.0,12600.0,13540.0,10830.0,13070.0,11150.0,12820.0,12600.0,10620.0,10660.0,13260.0,13330.0,13650.0,10980.0,10320.0,10780.0,10930.0,12020.0,13550.0,10930.0,11920.0
Beras Medium,2023-01-15,11430.0,11680.0,10970.0,11270.0,11520.0,10480.0,11280.0,11080.0,10760.0,11100.0,11110.0,12580.0,12890.0,12500.0,12450.0,13540.0,10830.0,12990.0,11240.0,12820.0,12820.0,10580.0,10890.0,13530.0,13440.0,13460.0,10980.0,10320.0,10930.0,10840.0,11870.0,13580.0,10990.0,11930.0
Beras Medium,2023-01-16,11470.0,11720.0,10970.0,11380.0,11420.0,10480.0,11260.0,10940.0,10780.0,11080.0,11120.0,12570.0,12890.0,12600.0,12690.0,13540.0,10830.0,12990.0,11120.0,12930.0,12680.0,10580.0,10730.0,13160.0,13200.0,13510.0,10980.0,10350.0,10760.0,10930.0,11980.0,13640.0,11020.0,11940.0
Beras Medium,2023-01-17,11480.0,11830.0,11030.0,11380.0,11440.0,10480.0,11260.0,10940.0,10780.0,11070.0,11180.0,12570.0,12890.0,12600.0,12650.0,13540.0,10830.0,12980.0,11210.0,12980.0,12600.0,10620.0,10690.0,13410.0,13200.0,13220.0,11030.0,10350.0,10930.0,10890.0,11880.0,13660.0,11050.0,12010.0
Beras Medium,2023-01-18,11440.0,11830.0,10970.0,11390.0,11440.0,10480.0,11260.0,11040.0,10850.0,11060.0,11190.0,12530.0,12830.0,12680.0,12650.0,13540.0,10830.0,12990.0,11290.0,12930.0,12600.0,10670.0,10700.0,13260.0,13200.0,10700.0,11030.0,10280.0,11010.0,11090.0,12000.0,13720.0,10930.0,12080.0
Beras Medium,2023-01-19,11450.0,11870.0,10970.0,11390.0,11370.0,10480.0,11260.0,10940.0,10850.0,11090.0,11180.0,12530.0,12890.0,12680.0,12670.0,13540.0,10830.0,12980.0,11080.0,13030.0,12600.0,10620.0,10690.0,13260.0,13200.0,10940.0,11030.0,10340.0,11100.0,11110.0,12000.0,13650.0,10930.0,12110.0
Beras Medium,2023-01-20,11500.0,11830.0,10970.0,11280.0,11420.0,10650.0,11260.0,10940.0,10910.0,11110.0,11140.0,12620.0,12890.0,12650.0,12510.0,13540.0,10830.0,12990.0,11030.0,12930.0,12710.0,10530.0,10790.0,13160.0,13600.0,10820.0,10590.0,10330.0,11090.0,10840.0,12050.0,13660.0,10930.0,12180.0
Beras Medium,2023-01-21,11480.0,11830.0,10950.0,11210.0,11420.0,10650.0,11260.0,10940.0,10870.0,11130.0,11180.0,12530.0,12890.0,12680.0,12330.0,13540.0,10830.0,12990.0,11090.0,12930.0,12710.0,10620.0,10830.0,12920.0,13540.0,10940.0,10780.0,10310.0,11050.0,11020.0,11900.0,13650.0,10990.0,12120.0
Beras Medium,2023-01-22,11480.0,11770.0,10960.0,11310.0,11440.0,10650.0,11260.0,10970.0,10950.0,11100.0,11180.0,12530.0,12890.0,12680.0,12510.0,13540.0,10830.0,12990.0,11190.0,12860.0,12890.0,10620.0,10730.0,13310.0,13490.0,10900.0,10760.0,10280.0,11050.0,10860.0,11930.0,13640.0,11050.0,12200.0
Beras Medium,2023-01-23,11510.0,11830.0,10950.0,11210.0,11440.0,10650.0,11250.0,10970.0,10910.0,11160.0,11220.0,12540.0,12830.0,12680.0,12440.0,13540.0,10830.0,12990.0,11230.0,13100.0,12650.0,10630.0,10910.0,13160.0,13540.0,11150.0,10760.0,10350.0,11020.0,10860.0,12040.0,13620.0,10990.0,12150.0
Beras Medium,2023-01-24,11520.0,11830.0,10960.0,11390.0,11440.0,10650.0,11250.0,10790.0,10980.0,11190.0,11150.0,12430.0,12790.0,12680.0,12650.0,13540.0,10900.0,12990.0,11240.0,12990.0,12770.0,10620.0,10810.0,13050.0,13140.0,11270.0,10760.0,10340.0,11050.0,10930.0,11970.0,13650.0,11080.0,12150.0
Beras Medium,2023-01-25,11550.0,11770.0,10960.0,11220.0,11440.0,10650.0,11250.0,10760.0,10960.0,11210.0,11300.0,12530.0,12890.0,12680.0,12690.0,13540.0,10900.0,12850.0,11100.0,13040.0,12690.0,10570.0,10890.0,13050.0,13110.0,11110.0,10700.0,10320.0,11100.0,10890.0,11970.0,13730.0,11090.0,12190.0
Beras Medium,2023-01-26,11610.0,11860.0,10960.0,11260.0,11460.0,10650.0,11250.0,10550.0,10970.0,11230.0,11240.0,12530.0,12890.0,12680.0,12660.0,13540.0,10900.0,12550.0,11160.0,13040.0,12690.0,10610.0,10800.0,13160.0,12950.0,11230.0,10400.0,10250.0,11110.0,10900.0,11880.0,13680.0,11050.0,12180.0
Beras Medium,2023-01-27,11610.0,11860.0,10960.0,11380.0,11460.0,10650.0,11250.0,10550.0,10970.0,11170.0,11160.0,12530.0,12820.0,12680.0,12730.0,13540.0,10900.0,12630.0,11070.0,12990.0,12720.0,11020.0,10830.0,13160.0,13430.0,11190.0,10190.0,10270.0,11020.0,10870.0,12130.0,13740.0,11020.0,12280.0
Beras Medium,2023-01-28,11590.0,11860.0,10960.0,11400.0,11460.0,10650.0,11250.0,10550.0,10950.0,11240.0,11190.0,12540.0,12890.0,12680.0,12630.0,13540.0,10900.0,12680.0,11200.0,12990.0,12660.0,10850.0,10840.0,13030.0,13430.0,11130.0,10090.0,10270.0,11100.0,10790.0,12020.0,13660.0,11020.0,12140.0
Beras Medium,2023-01-29,11540.0,11860.0,10870.0,11410.0,11440.0,10650.0,11250.0,10550.0,11040.0,11250.0,11270.0,12530.0,12890.0,12680.0,12510.0,13540.0,10900.0,12680.0,11240.0,12990.0,13000.0,10850.0,10890.0,13030.0,13020.0,11130.0,10090.0,10270.0,10990.0,10820.0,12020.0,13760.0,10960.0,12210.0
Beras Medium,2023-01-30,11550.0,11870.0,10510.0,11420.0,11460.0,10650.0,11250.0,10550.0,11080.0,11250.0,11220.0,12580.0,13000.0,12660.0,12790.0,13540.0,10900.0,12980.0,11190.0,12930.0,12660.0,10850.0,10810.0,13050.0,13020.0,11080.0,10110.0,10290.0,11100.0,10880.0,11950.0,13670.0,10990.0,12180.0
Beras Medium,2023-01-31,11700.0,11930.0,10510.0,11420.0,11460.0,10680.0,11250.0,10680.0,11080.0,11300.0,11220.0,12530.0,12900.0,12720.0,12750.0,13540.0,10900.0,12680.0,11200.0,13020.0,12550.0,10850.0,10900.0,13050.0,13110.0,11060.0,10110.0,10310.0,11100.0,10850.0,11950.0,13680.0,11080.0,12280.0
Beras Medium,2023-02-01,11570.0,11930.0,10570.0,11420.0,11460.0,10970.0,11250.0,10680.0,11160.0,11390.0,11300.0,12580.0,13120.0,12720.0,12590.0,13540.0,10900.0,12520.0,11220.0,13080.0,12690.0,10750.0,10970.0,12750.0,13110.0,11040.0,10050.0,10340.0,11110.0,10870.0,12060.0,13730.0,11100.0,12260.0
Beras Medium,2023-02-02,11640.0,11960.0,10570.0,11420.0,11560.0,10820.0,11250.0,10630.0,11190.0,11370.0,11280.0,12530.0,12940.0,12720.0,12760.0,13540.0,10900.0,12520.0,11230.0,13210.0,13000.0,10850.0,10870.0,13160.0,13060.0,11080.0,10040.0,10320.0,11100.0,10880.0,12080.0,13730.0,11230.0,12300.0
Beras Medium,2023-02-03,11590.0,11990.0,11030.0,11420.0,11660.0,10820.0,11250.0,10630.0,11140.0,11390.0,11260.0,12570.0,13050.0,12580.0,12760.0,13540.0,10900.0,12450.0,11150.0,13140.0,12780.0,10850.0,11070.0,13100.0,13110.0,11080.0,10170.0,10290.0,11140.0,10770.0,11960.0,13690.0,11020.0,12300.0
Beras Medium,2023-02-04,11590.0,12060.0,11000.0,11420.0,11660.0,10820.0,11250.0,10630.0,11180.0,11370.0,11370.0,12570.0,12940.0,12580.0,12730.0,13540.0,11120.0,12680.0,11240.0,13140.0,12870.0,10850.0,11150.0,13150.0,13110.0,11080.0,10030.0,10370.0,11150.0,10820.0,11970.0,13580.0,11080.0,12340.0
Beras Medium,2023-02-05,11550.0,12060.0,11060.0,11480.0,11660.0,10730.0,11250.0,10630.0,11120.0,11300.0,11290.0,12630.0,12850.0,12580.0,12760.0,13540.0,11100.0,12680.0,11150.0,13060.0,13000.0,11020.0,11380.0,13190.0,13020.0,11150.0,10040.0,10340.0,11110.0,10780.0,12040.0,13650.0,11080.0,12430.0
Beras Medium,2023-02-06,11620.0,12050.0,11220.0,11590.0,11660.0,10730.0,11240.0,10630.0,11230.0,11390.0,11500.0,12580.0,12830.0,12580.0,12590.0,13540.0,11050.0,12520.0,11170.0,13160.0,12610.0,10850.0,11320.0,13220.0,13060.0,11000.0,10100.0,10340.0,11220.0,10840.0,12080.0,13670.0,11080.0,12360.0
Beras Medium,2023-02-07,11610.0,11910.0,11100.0,11480.0,11680.0,10730.0,11240.0,10630.0,11230.0,11530.0,11480.0,12530.0,12900.0,12580.0,12840.0,13540.0,11170.0,12450.0,11150.0,13050.0,12730.0,10950.0,11260.0,13100.0,13110.0,11060.0,10090.0,10310.0,11220.0,10820.0,12080.0,13660.0,11100.0,12390.0
Beras Medium,2023-02-08,11630.0,11970.0,11310.0,11590.0,11670.0,10820.0,11240.0,10630.0,11240.0,11600.0,11540.0,12600.0,12830.0,12610.0,12880.0,13540.0,11260.0,12520.0,11150.0,13050.0,12950.0,11040.0,11310.0,12980.0,13110.0,11020.0,10010.0,10380.0,11250.0,10820.0,12080.0,13740.0,11220.0,12400.0
Beras Medium,2023-02-09,11660.0,12020.0,11350.0,11590.0,11670.0,10820.0,11180.0,10630.0,11310.0,11670.0,11530.0,12620.0,12900.0,12610.0,12930.0,13540.0,11260.0,12520.0,11210.0,13140.0,12950.0,11130.0,11260.0,13100.0,13110.0,11110.0,10010.0,10440.0,11240.0,11060.0,12120.0,13730.0,11220.0,12360.0
Beras Medium,2023-02-10,11660.0,12080.0,11190.0,11570.0,11750.0,10820.0,11150.0,10630.0,11280.0,11660.0,11520.0,12570.0,12780.0,12610.0,12970.0,13540.0,11210.0,12520.0,11190.0,13140.0,12700.0,11050.0,11090.0,13160.0,13110.0,11130.0,10340.0,10410.0,11260.0,10920.0,12150.0,13780.0,11190.0,12460.0
Beras Medium,2023-02-11,11620.0,12080.0,11370.0,11460.0,11650.0,10730.0,11150.0,10630.0,11280.0,11730.0,11610.0,12570.0,12960.0,12610.0,13160.0,13540.0,11260.0,12520.0,11270.0,13060.0,12910.0,11130.0,11490.0,13030.0,13110.0,11040.0,10340.0,10410.0,11330.0,11030.0,12150.0,13300.0,11190.0,12530.0
Beras Medium,2023-02-12,11640.0,12080.0,11250.0,11570.0,11750.0,10730.0,11170.0,10630.0,11330.0,11670.0,11510.0,12570.0,13000.0,12610.0,13050.0,13540.0,11310.0,12450.0,11190.0,13160.0,13040.0,11130.0,11670.0,13240.0,13110.0,11250.0,10470.0,10400.0,11180.0,10960.0,12210.0,13370.0,11200.0,12450.0
Beras Medium,2023-02-13,11690.0,12080.0,11370.0,11510.0,11760.0,10730.0,11150.0,10630.0,11300.0,11730.0,11540.0,12690.0,12980.0,12610.0,13160.0,13540.0,11260.0,12120.0,11210.0,13240.0,12730.0,11230.0,11460.0,13100.0,12840.0,11130.0,10470.0,10530.0,11230.0,11010.0,12270.0,13370.0,11250.0,12490.0
Beras Medium,2023-02-14,11630.0,12080.0,11440.0,11570.0,11710.0,10730.0,11150.0,10630.0,11360.0,11700.0,11470.0,12630.0,12980.0,12540.0,13260.0,13540.0,11350.0,11690.0,11190.0,13240.0,12930.0,11200.0,11660.0,13100.0,13110.0,11120.0,10430.0,10440.0,11180.0,10920.0,12220.0,13460.0,11250.0,12490.0
Beras Medium,2023-02-15,11590.0,12300.0,11440.0,11460.0,11750.0,10730.0,11150.0,10630.0,11320.0,11680.0,11460.0,12570.0,12980.0,12540.0,13150.0,13540.0,11400.0,11970.0,11200.0,13140.0,13050.0,11200.0,11650.0,13050.0,13110.0,11100.0,10360.0,10480.0,11330.0,11000.0,12220.0,13460.0,11220.0,12430.0
Beras Medium,2023-02-16,11640.0,12460.0,11440.0,11460.0,11750.0,10730.0,11150.0,10630.0,11290.0,11710.0,11370.0,12630.0,12860.0,12540.0,13050.0,13540.0,11630.0,11970.0,11190.0,13180.0,12950.0,11200.0,12080.0,13120.0,13110.0,11100.0,10280.0,10470.0,11500.0,11020.0,12220.0,13430.0,11250.0,12530.0
Beras Medium,2023-02-17,11580.0,12430.0,11420.0,11460.0,11650.0,10730.0,11190.0,10630.0,11260.0,11670.0,11510.0,12640.0,12780.0,12460.0,13170.0,13650.0,11690.0,12120.0,11170.0,13140.0,12920.0,11200.0,12220.0,13100.0,13020.0,11060.0,10020.0,10460.0,11500.0,10860.0,12230.0,13710.0,11300.0,12550.0
Beras Medium,2023-02-18,11520.0,12580.0,11440.0,11460.0,11650.0,10730.0,11150.0,10630.0,11300.0,11690.0,11400.0,12570.0,12870.0,12540.0,13190.0,13650.0,11630.0,12140.0,11220.0,13060.0,12930.0,11300.0,12300.0,13160.0,13120.0,11210.0,10550.0,10470.0,11500.0,10910.0,12220.0,13340.0,11230.0,12580.0
Beras Medium,2023-02-19,11520.0,12580.0,11420.0,11460.0,11650.0,10820.0,11150.0,10630.0,11280.0,11660.0,11400.0,12570.0,13160.0,12540.0,13380.0,13650.0,11630.0,11980.0,11290.0,13370.0,13250.0,11370.0,12290.0,12860.0,13110.0,11210.0,10550.0,10560.0,11420.0,11000.0,12260.0,13400.0,11250.0,12540.0
Beras Medium,2023-02-20,11590.0,12580.0,11350.0,11460.0,11740.0,10780.0,11150.0,10630.0,11290.0,11640.0,11330.0,12570.0,12860.0,12540.0,13170.0,13650.0,11660.0,12140.0,11250.0,12940.0,12890.0,11300.0,12100.0,13010.0,13110.0,11100.0,10580.0,10670.0,11500.0,11040.0,12250.0,13400.0,11280.0,12520.0
Beras Medium,2023-02-21,11610.0,12470.0,11340.0,11460.0,11740.0,10730.0,11330.0,10630.0,11300.0,11620.0,11320.0,12570.0,12860.0,12500.0,13170.0,13650.0,11690.0,11970.0,11200.0,13140.0,12890.0,11060.0,12200.0,13010.0,13020.0,11090.0,11130.0,10710.0,11580.0,11290.0,12320.0,13460.0,11200.0,12560.0
Beras Medium,2023-02-22,11610.0,12350.0,11420.0,11460.0,11740.0,10730.0,11310.0,10630.0,11310.0,11570.0,11400.0,12600.0,12860.0,12540.0,13250.0,13650.0,11630.0,12300.0,11200.0,13180.0,12890.0,10970.0,12300.0,13060.0,13020.0,11090.0,11130.0,10670.0,11540.0,11120.0,12290.0,13670.0,11250.0,12410.0
Beras Medium,2023-02-23,11610.0,12330.0,11250.0,11460.0,11740.0,10730.0,11310.0,10630.0,11310.0,11590.0,11260.0,12580.0,12890.0,12500.0,13270.0,13750.0,11630.0,12260.0,11200.0,13210.0,12890.0,10920.0,12260.0,12760.0,13120.0,11060.0,11130.0,10710.0,11580.0,11150.0,12350.0,13460.0,11230.0,12470.0
Beras Medium,2023-02-24,11630.0,12380.0,11310.0,11460.0,11740.0,10730.0,11440.0,10630.0,11270.0,11530.0,11140.0,12580.0,12770.0,12430.0,13220.0,13750.0,11630.0,12260.0,11200.0,13370.0,12980.0,10910.0,12430.0,13060.0,13110.0,11220.0,10220.0,10910.0,11580.0,11160.0,12290.0,13400.0,11260.0,12480.0
Beras Medium,2023-02-25,11570.0,12330.0,11190.0,11460.0,11740.0,10730.0,11400.0,10630.0,11300.0,11540.0,11130.0,12580.0,12790.0,12430.0,13430.0,13750.0,11570.0,12200.0,11170.0,13370.0,12980.0,10750.0,12480.0,13060.0,13110.0,11080.0,11140.0,10930.0,11660.0,11310.0,12280.0,13320.0,11200.0,12430.0
Beras Medium,2023-02-26,11620.0,12270.0,11250.0,11460.0,11740.0,10730.0,11400.0,10630.0,11310.0,11540.0,11130.0,12580.0,13130.0,12470.0,13000.0,13750.0,11630.0,12500.0,11310.0,13240.0,13250.0,10690.0,12420.0,12930.0,13020.0,11030.0,11170.0,10940.0,11720.0,11130.0,12450.0,13490.0,11250.0,12490.0
Beras Medium,2023-02-27,11570.0,12270.0,11290.0,11460.0,11740.0,10730.0,11380.0,10630.0,11290.0,11500.0,10960.0,12580.0,12770.0,12470.0,13270.0,13750.0,11630.0,12490.0,11200.0,13160.0,13020.0,10770.0,12510.0,13060.0,13020.0,11110.0,11080.0,10970.0,11730.0,11390.0,12340.0,13400.0,11250.0,12400.0
Beras Medium,2023-02-28,11620.0,12240.0,11100.0,11460.0,11740.0,10730.0,11370.0,10680.0,11300.0,11480.0,10930.0,12580.0,12800.0,12470.0,13350.0,13750.0,11630.0,12140.0,11210.0,13080.0,13410.0,10720.0,12690.0,13060.0,13020.0,11080.0,11090.0,11000.0,11800.0,11460.0,12510.0,13270.0,11250.0,12330.0
Beras Medium,2023-03-01,11620.0,12080.0,11220.0,11400.0,11600.0,10730.0,11400.0,10680.0,11220.0,11420.0,10880.0,12620.0,12770.0,12470.0,13270.0,13750.0,11630.0,12260.0,11210.0,13210.0,13030.0,10720.0,12780.0,13100.0,13020.0,11130.0,10530.0,11010.0,11790.0,11450.0,12380.0,13240.0,11320.0,12420.0
Beras Medium,2023-03-02,11540.0,12080.0,11160.0,11400.0,11500.0,10730.0,11400.0,10680.0,11260.0,11430.0,10930.0,12610.0,12700.0,12400.0,13300.0,13690.0,11630.0,12260.0,11210.0,13100.0,13070.0,10560.0,12820.0,13100.0,13140.0,11090.0,11070.0,11000.0,11960.0,11620.0,12450.0,13250.0,11250.0,12380.0
Beras Medium,2023-03-03,11460.0,12080.0,11110.0,11510.0,11500.0,10730.0,11400.0,10680.0,11210.0,11410.0,10800.0,12620.0,12700.0,12580.0,13200.0,13750.0,11630.0,12260.0,11170.0,13080.0,13060.0,10400.0,12990.0,13100.0,13020.0,11310.0,10850.0,10940.0,12020.0,11400.0,12480.0,13100.0,11250.0,12360.0
Beras Medium,2023-03-04,11640.0,11850.0,11450.0,11460.0,11500.0,10880.0,11860.0,10680.0,11210.0,11370.0,11030.0,12590.0,12750.0,12620.0,13200.0,13540.0,11630.0,12140.0,11160.0,13100.0,13020.0,10360.0,12720.0,13060.0,13020.0,11210.0,10770.0,10970.0,12020.0,11600.0,12480.0,13160.0,11250.0,12330.0
Beras Medium,2023-03-05,11590.0,11850.0,11290.0,11350.0,11500.0,10730.0,11860.0,10680.0,11150.0,11360.0,10810.0,12620.0,12750.0,12540.0,13240.0,13750.0,11570.0,12140.0,11170.0,13180.0,13210.0,10190.0,12810.0,12930.0,12910.0,11010.0,11170.0,11010.0,11870.0,11560.0,12510.0,13180.0,11250.0,12350.0
Beras Medium,2023-03-06,11280.0,11850.0,11230.0,11380.0,11480.0,10730.0,11860.0,10680.0,11150.0,11300.0,10870.0,12620.0,12750.0,12540.0,13200.0,13650.0,11630.0,12260.0,11220.0,13280.0,13340.0,10170.0,12940.0,13100.0,13000.0,11280.0,11120.0,10980.0,12130.0,11740.0,12480.0,13240.0,11160.0,12340.0
Beras Medium,2023-03-07,11530.0,11910.0,11250.0,11380.0,11480.0,10730.0,11900.0,10680.0,11070.0,11270.0,10810.0,12620.0,12770.0,12620.0,13270.0,13650.0,11630.0,12260.0,11220.0,13460.0,13020.0,10170.0,13120.0,13100.0,13000.0,11180.0,10570.0,10940.0,12090.0,11630.0,12480.0,13100.0,11130.0,12340.0
Beras Medium,2023-03-08,11570.0,11740.0,11160.0,11300.0,11480.0,10730.0,12040.0,10680.0,11170.0,11170.0,10810.0,12590.0,12770.0,12620.0,13170.0,13650.0,11630.0,12140.0,11150.0,13280.0,12920.0,10170.0,13100.0,13100.0,13000.0,11180.0,10570.0,10900.0,12120.0,11740.0,12480.0,13190.0,11160.0,12260.0
Beras Medium,2023-03-09,11560.0,11740.0,11230.0,11310.0,11440.0,10730.0,12030.0,10680.0,11120.0,11270.0,10840.0,12620.0,12770.0,12620.0,13290.0,13650.0,11630.0,12300.0,11170.0,13320.0,12920.0,10260.0,13170.0,13160.0,13140.0,11090.0,10480.0,10830.0,12120.0,11700.0,12440.0,13290.0,11100.0,12300.0
Beras Medium,2023-03-10,11550.0,11740.0,11160.0,11200.0,11440.0,10730.0,12030.0,10680.0,11280.0,11230.0,10820.0,12620.0,12770.0,12620.0,13370.0,13650.0,11630.0,12700.0,11160.0,13360.0,13190.0,10310.0,13330.0,13100.0,12910.0,11250.0,10440.0,10890.0,12120.0,11870.0,12440.0,13210.0,11130.0,12250.0
Beras Medium,2023-03-11,11490.0,11740.0,11220.0,11310.0,11440.0,10730.0,12030.0,10600.0,11120.0,11250.0,10740.0,12590.0,12770.0,12620.0,13270.0,13650.0,11570.0,12260.0,11120.0,13370.0,13190.0,10460.0,13150.0,13440.0,12830.0,11080.0,10440.0,10940.0,12050.0,11790.0,12580.0,13160.0,11160.0,12230.0
Beras Medium,2023-03-12,11560.0,11740.0,11230.0,11300.0,11440.0,10730.0,12030.0,10680.0,11130.0,11240.0,10790.0,12620.0,12770.0,12620.0,13490.0,13650.0,11770.0,12260.0,11130.0,13070.0,13260.0,10350.0,13150.0,13140.0,12940.0,11150.0,10840.0,10890.0,12090.0,11760.0,12370.0,13210.0,11190.0,12310.0
Beras Medium,2023-03-13,11560.0,11710.0,11160.0,11300.0,11550.0,10730.0,12030.0,10680.0,11150.0,11300.0,10790.0,12630.0,12770.0,12620.0,13290.0,13650.0,11630.0,12260.0,11100.0,13460.0,13240.0,10370.0,13310.0,13100.0,12940.0,11120.0,10840.0,10980.0,12170.0,11910.0,12470.0,13140.0,11160.0,12310.0
Beras Medium,2023-03-14,11530.0,11820.0,11030.0,11330.0,11550.0,10730.0,12050.0,10680.0,11210.0,11340.0,10860.0,12620.0,12900.0,12620.0,13290.0,13650.0,11630.0,12260.0,11100.0,13380.0,13240.0,10510.0,13360.0,13100.0,12860.0,11120.0,10810.0,11000.0,12170.0,12020.0,12470.0,13040.0,11160.0,12310.0
Beras Medium,2023-03-15,11470.0,11770.0,11160.0,11330.0,11550.0,10730.0,12050.0,10680.0,11200.0,11310.0,10880.0,12620.0,12910.0,12690.0,13440.0,13650.0,11630.0,12260.0,11100.0,13380.0,13240.0,10310.0,13250.0,13260.0,12970.0,11090.0,10820.0,11090.0,12140.0,12030.0,12470.0,13070.0,11160.0,12290.0
Beras Medium,2023-03-16,11460.0,11880.0,11160.0,11230.0,11500.0,10730.0,12080.0,10680.0,11130.0,11280.0,10980.0,12560.0,12900.0,12690.0,13140.0,13650.0,11770.0,12260.0,11100.0,13480.0,13170.0,10310.0,13230.0,13110.0,12970.0,11060.0,11000.0,11090.0,12100.0,12170.0,12520.0,13050.0,11190.0,12400.0
